date,time,contact_date,sex,race,age,ethnicity,was_frisked,contact_officer,zip,circumstance,basis,key_situations,weather,vehicle_involved
2020-06-01,13:50:00,2020-06-01 13:50:00,Female,Black,38,Not of Hispanic Origin,0,103743,02124,Encountered,Encounter,NA,NA,FALSE
2020-06-01,17:55:00,2020-06-01 17:55:00,Male,White,35,Hispanic Origin,1,144333,02108,Stopped,Probable Cause,Drugs,Sunny,FALSE
2020-05-31,20:30:00,2020-05-31 20:30:00,Male,Unknown,19,Unknown,1,010288,02111,Stopped,Reasonable Suspicion,Homeland Security UASI,Clear (Night),FALSE
2020-06-01,22:50:00,2020-06-01 22:50:00,Female,Black,36,Not of Hispanic Origin,0,011890,02111,Stopped,Reasonable Suspicion,NA,Clear (Night),TRUE
2020-06-01,22:50:00,2020-06-01 22:50:00,Male,Black,33,Not of Hispanic Origin,0,011890,02111,Stopped,Reasonable Suspicion,NA,Clear (Night),TRUE
2020-06-01,22:50:00,2020-06-01 22:50:00,Female,Black,31,Not of Hispanic Origin,0,011890,02111,Stopped,Reasonable Suspicion,NA,Clear (Night),TRUE
2020-06-01,NA,2020-06-01,Male,White,17,Unknown,0,153144,02116,Stopped,Reasonable Suspicion,NA,Clear (Night),TRUE
2020-06-01,NA,2020-06-01,Male,Black,21,Not of Hispanic Origin,0,153144,02116,Stopped,Reasonable Suspicion,NA,Clear (Night),TRUE
2020-06-01,NA,2020-06-01,Female,White,21,Unknown,0,153144,02116,Stopped,Reasonable Suspicion,NA,Clear (Night),TRUE
2020-06-01,NA,2020-06-01,Female,White,18,Unknown,0,153144,02116,Stopped,Reasonable Suspicion,NA,Clear (Night),TRUE
2020-06-01,NA,2020-06-01,Female,White,18,Not of Hispanic Origin,0,153144,02116,Stopped,Reasonable Suspicion,NA,Clear (Night),TRUE
2020-06-01,NA,2020-06-01,Male,Unknown,19,Unknown,0,153144,02116,Stopped,Reasonable Suspicion,NA,Clear (Night),TRUE
2020-06-02,00:55:00,2020-06-02 00:55:00,Female,Black,31,Not of Hispanic Origin,0,126514,02120,Stopped,Reasonable Suspicion,NA,Clear (Night),FALSE
2020-06-02,00:55:00,2020-06-02 00:55:00,Male,Black,45,Not of Hispanic Origin,0,126514,02120,Stopped,Reasonable Suspicion,NA,Clear (Night),FALSE
2020-06-01,21:10:00,2020-06-01 21:10:00,Male,Black,31,Not of Hispanic Origin,0,135951,02124,Encountered,Intel,Gang,Clear (Night),TRUE
2020-06-01,21:10:00,2020-06-01 21:10:00,Male,Black,28,Hispanic Origin,1,135951,02124,Encountered,Intel,Gang,Clear (Night),TRUE
2020-06-01,21:10:00,2020-06-01 21:10:00,Male,Black,24,Not of Hispanic Origin,1,135951,02124,Encountered,Intel,Gang,Clear (Night),TRUE
2020-06-02,03:34:00,2020-06-02 03:34:00,Male,White,45,NULL,0,144474,02215,Encountered,Encounter,Homeless,Clear (Night),FALSE
2020-06-02,03:34:00,2020-06-02 03:34:00,Male,White,50,Not of Hispanic Origin,0,144474,02215,Encountered,Encounter,Homeless,Clear (Night),FALSE
2020-06-02,03:34:00,2020-06-02 03:34:00,Male,Black,42,Not of Hispanic Origin,0,144474,02215,Encountered,Encounter,Homeless,Clear (Night),FALSE
2020-06-02,03:34:00,2020-06-02 03:34:00,Male,White,28,NULL,0,144474,02215,Encountered,Encounter,Homeless,Clear (Night),FALSE
2020-06-02,03:34:00,2020-06-02 03:34:00,Male,White,35,Unknown,0,144474,02215,Encountered,Encounter,Homeless,Clear (Night),FALSE
2020-06-02,03:34:00,2020-06-02 03:34:00,Male,Unknown,33,Unknown,0,144474,02215,Encountered,Encounter,Homeless,Clear (Night),FALSE
2020-06-02,03:34:00,2020-06-02 03:34:00,Male,White,33,Not of Hispanic Origin,0,144474,02215,Encountered,Encounter,Homeless,Clear (Night),FALSE
2020-06-02,03:34:00,2020-06-02 03:34:00,Male,Black,38,Not of Hispanic Origin,0,144474,02215,Encountered,Encounter,Homeless,Clear (Night),FALSE
2020-06-01,23:02:00,2020-06-01 23:02:00,Male,Black,25,Not of Hispanic Origin,0,135951,02124,Stopped,Reasonable Suspicion,"Gang, Gun",Clear (Night),FALSE
2020-06-01,23:02:00,2020-06-01 23:02:00,Male,Black,28,Not of Hispanic Origin,0,135951,02124,Stopped,Reasonable Suspicion,"Gang, Gun",Clear (Night),FALSE
2020-06-02,12:38:00,2020-06-02 12:38:00,Male,Black,25,Hispanic Origin,0,148319,02118,Observed,Encounter,Gang,Sunny,TRUE
2020-06-01,23:15:00,2020-06-01 23:15:00,Male,Black,19,Not of Hispanic Origin,1,096053,02116,Stopped,Reasonable Suspicion,NA,Clear (Night),FALSE
2020-06-02,00:43:00,2020-06-02 00:43:00,Male,Black,23,Not of Hispanic Origin,1,010529,02119,Stopped,Reasonable Suspicion,Drugs,Clear (Night),FALSE
2020-06-02,17:47:00,2020-06-02 17:47:00,Male,White,23,NULL,0,153362,02127,Stopped,Reasonable Suspicion,Body Worn Camera,Sunny,FALSE
2020-06-02,17:47:00,2020-06-02 17:47:00,Male,NA,20,NULL,0,153362,02127,Stopped,Reasonable Suspicion,Body Worn Camera,Sunny,FALSE
2020-06-02,17:47:00,2020-06-02 17:47:00,Female,White,20,NULL,0,153362,02127,Stopped,Reasonable Suspicion,Body Worn Camera,Sunny,FALSE
2020-06-02,17:47:00,2020-06-02 17:47:00,Male,White,22,NULL,0,153362,02127,Stopped,Reasonable Suspicion,Body Worn Camera,Sunny,FALSE
2020-06-02,18:37:00,2020-06-02 18:37:00,Male,Black,13,Not of Hispanic Origin,0,153125,02131,Stopped,Probable Cause,Juvenile,Clear (Night),FALSE
2020-06-02,18:37:00,2020-06-02 18:37:00,Male,White,16,Unknown,0,153125,02131,Stopped,Probable Cause,Juvenile,Clear (Night),FALSE
2020-06-02,18:11:00,2020-06-02 18:11:00,NA,White,NA,NULL,0,140291,02130,Observed,Intel,NA,Sunny,TRUE
2020-06-03,01:09:00,2020-06-03 01:09:00,Male,Black,20,Not of Hispanic Origin,1,148249,02199,Stopped,Encounter,Body Worn Camera,Clear (Night),TRUE
2020-06-03,01:09:00,2020-06-03 01:09:00,Male,Black,21,Not of Hispanic Origin,1,148249,02199,Stopped,Encounter,Body Worn Camera,Clear (Night),TRUE
2020-06-03,01:09:00,2020-06-03 01:09:00,Male,Black,23,Not of Hispanic Origin,1,148249,02199,Stopped,Encounter,Body Worn Camera,Clear (Night),TRUE
2020-06-03,01:09:00,2020-06-03 01:09:00,Male,Black,22,Not of Hispanic Origin,1,148249,02199,Stopped,Encounter,Body Worn Camera,Clear (Night),TRUE
2020-06-03,03:30:00,2020-06-03 03:30:00,Male,Black,28,Not of Hispanic Origin,0,153120,02127,Encountered,Encounter,"Body Worn Camera, Gang",NA,TRUE
2020-06-03,03:30:00,2020-06-03 03:30:00,Male,Black,29,Not of Hispanic Origin,0,153120,02127,Encountered,Encounter,"Body Worn Camera, Gang",NA,TRUE
2020-06-03,04:42:00,2020-06-03 04:42:00,Male,Black,52,Not of Hispanic Origin,1,011681,02116,Stopped,Probable Cause,Homeless,Clear (Night),FALSE
2020-05-11,08:49:00,2020-05-11 08:49:00,Male,Black,44,NULL,0,011374,02116,Observed,Intel,Drugs,Cloudy/Partly Cloudy,FALSE
2020-06-03,12:31:00,2020-06-03 12:31:00,Male,Black,30,Not of Hispanic Origin,1,157661,02125,Stopped,Reasonable Suspicion,Body Worn Camera,Sunny,FALSE
2020-06-03,13:00:00,2020-06-03 13:00:00,Male,White,53,Not of Hispanic Origin,0,157696,02215,Encountered,Reasonable Suspicion,Homeless,Cloudy/Partly Cloudy,FALSE
2020-06-02,16:35:00,2020-06-02 16:35:00,Female,Black,22,NULL,0,010522,02118,Encountered,Encounter,NA,Overcast,TRUE
2020-06-02,13:00:00,2020-06-02 13:00:00,NA,Black,NA,Unknown,0,153153,02124,Observed,Encounter,NA,Overcast,TRUE
2020-06-03,14:30:00,2020-06-03 14:30:00,Male,White,19,Hispanic Origin,0,124893,02118,Encountered,Encounter,Body Worn Camera,NA,FALSE
2020-06-03,14:30:00,2020-06-03 14:30:00,Male,White,24,NULL,0,124893,02118,Encountered,Encounter,Body Worn Camera,NA,FALSE
2020-06-03,14:30:00,2020-06-03 14:30:00,Male,White,25,Hispanic Origin,0,124893,02118,Encountered,Encounter,Body Worn Camera,NA,FALSE
2020-06-03,14:30:00,2020-06-03 14:30:00,Male,Black,25,Hispanic Origin,0,124893,02118,Encountered,Encounter,Body Worn Camera,NA,FALSE
2020-06-03,17:07:00,2020-06-03 17:07:00,NA,NA,NA,NULL,0,148270,02119,Observed,Intel,NA,Sunny,FALSE
2020-06-03,17:00:00,2020-06-03 17:00:00,Male,Black,62,Not of Hispanic Origin,0,111241,02125,Encountered,Probable Cause,NA,NA,FALSE
2020-06-03,17:00:00,2020-06-03 17:00:00,Female,White,37,Unknown,0,111241,02125,Encountered,Encounter,NA,NA,FALSE
2020-06-03,18:30:00,2020-06-03 18:30:00,Male,White,44,Not of Hispanic Origin,0,157694,02130,Stopped,Reasonable Suspicion,NA,NA,FALSE
2020-06-03,18:10:00,2020-06-03 18:10:00,Male,White,32,Not of Hispanic Origin,0,011205,02215,Observed,Reasonable Suspicion,NA,NA,TRUE
2020-06-03,18:10:00,2020-06-03 18:10:00,NA,White,NA,NULL,0,011205,02215,Observed,Reasonable Suspicion,NA,NA,TRUE
2020-06-03,18:10:00,2020-06-03 18:10:00,NA,White,NA,NULL,0,011205,02215,Observed,Reasonable Suspicion,NA,NA,TRUE
2020-06-03,19:11:00,2020-06-03 19:11:00,Male,Black,31,Not of Hispanic Origin,1,144423,02119,Stopped,Reasonable Suspicion,Body Worn Camera,Clear (Night),TRUE
2020-06-02,22:48:00,2020-06-02 22:48:00,Male,Black,29,Not of Hispanic Origin,0,153088,02131,Stopped,Encounter,NA,Clear (Night),TRUE
2020-06-03,20:00:00,2020-06-03 20:00:00,Male,Black,22,Not of Hispanic Origin,0,140313,02116,Stopped,Reasonable Suspicion,"Body Worn Camera, Gang",Sunny,TRUE
2020-06-03,20:00:00,2020-06-03 20:00:00,Male,Black,24,NULL,0,140313,02116,Stopped,Reasonable Suspicion,"Body Worn Camera, Gang",Sunny,TRUE
2020-06-03,20:00:00,2020-06-03 20:00:00,Male,Black,27,Not of Hispanic Origin,0,140313,02116,Stopped,Reasonable Suspicion,"Body Worn Camera, Gang",Sunny,TRUE
2020-06-03,08:57:00,2020-06-03 08:57:00,Male,Black,29,Not of Hispanic Origin,1,144313,02122,Stopped,Encounter,NA,Clear (Night),FALSE
2020-06-03,08:57:00,2020-06-03 08:57:00,Male,White,32,Not of Hispanic Origin,1,144313,02122,Stopped,Encounter,NA,Clear (Night),FALSE
2020-06-03,22:15:00,2020-06-03 22:15:00,Male,Black,25,Hispanic Origin,0,140330,02118,Observed,Intel,Gang,Clear (Night),TRUE
2020-06-03,22:15:00,2020-06-03 22:15:00,Male,White,24,NULL,0,140330,02118,Observed,Intel,Gang,Clear (Night),TRUE
2020-06-03,22:15:00,2020-06-03 22:15:00,Male,White,25,Hispanic Origin,0,140330,02118,Observed,Intel,Gang,Clear (Night),TRUE
2020-06-03,22:15:00,2020-06-03 22:15:00,Male,White,31,Hispanic Origin,0,140330,02118,Observed,Intel,Gang,Clear (Night),TRUE
2020-06-03,22:15:00,2020-06-03 22:15:00,Male,White,19,Hispanic Origin,0,140330,02118,Observed,Intel,Gang,Clear (Night),TRUE
2020-06-03,10:00:00,2020-06-03 10:00:00,Male,Other,23,Unknown,0,128849,02116,Stopped,Reasonable Suspicion,Body Worn Camera,Clear (Night),FALSE
2020-06-03,22:52:00,2020-06-03 22:52:00,Male to Female Transgender,Black,19,Unknown,0,129442,02108,Stopped,Encounter,Body Worn Camera,Clear (Night),FALSE
2020-06-03,22:52:00,2020-06-03 22:52:00,Male,Black,19,Unknown,0,129442,02108,Stopped,Encounter,Body Worn Camera,Clear (Night),FALSE
2020-06-03,22:52:00,2020-06-03 22:52:00,Male,Black,20,Unknown,0,129442,02108,Stopped,Encounter,Body Worn Camera,Clear (Night),FALSE
2020-06-03,22:52:00,2020-06-03 22:52:00,NA,NA,NA,NULL,0,129442,02108,Stopped,Encounter,Body Worn Camera,Clear (Night),FALSE
2020-06-03,23:02:00,2020-06-03 23:02:00,Male,White,29,Not of Hispanic Origin,1,153133,02122,Stopped,Reasonable Suspicion,Body Worn Camera,Clear (Night),FALSE
2020-06-04,01:00:00,2020-06-04 01:00:00,Male,Black,33,Not of Hispanic Origin,1,148249,02116,Stopped,Reasonable Suspicion,Body Worn Camera,Clear (Night),FALSE
2020-06-04,01:00:00,2020-06-04 01:00:00,Female,White,31,Not of Hispanic Origin,0,148249,02116,Stopped,Reasonable Suspicion,Body Worn Camera,Clear (Night),FALSE
2020-06-04,01:33:00,2020-06-04 01:33:00,Male,White,28,Not of Hispanic Origin,0,114015,02110,Stopped,Reasonable Suspicion,Homeless,Clear (Night),FALSE
2020-06-03,16:30:00,2020-06-03 16:30:00,NA,NA,NA,NULL,0,153135,02111,Observed,Intel,NA,Sunny,TRUE
2020-06-04,02:09:00,2020-06-04 02:09:00,Male,Unknown,34,NULL,0,153135,02129,Encountered,Encounter,Body Worn Camera,Clear (Night),FALSE
2020-06-04,02:31:00,2020-06-04 02:31:00,Male,Black,21,Not of Hispanic Origin,1,144484,02119,Stopped,Probable Cause,Body Worn Camera,Clear (Night),TRUE
2020-06-04,02:31:00,2020-06-04 02:31:00,Female,Black,18,Not of Hispanic Origin,0,144484,02119,Stopped,Probable Cause,Body Worn Camera,Clear (Night),TRUE
2020-06-04,02:31:00,2020-06-04 02:31:00,Male,Black,21,Not of Hispanic Origin,0,144484,02119,Stopped,Probable Cause,Body Worn Camera,Clear (Night),TRUE
2020-06-04,02:57:00,2020-06-04 02:57:00,Male,White,53,Not of Hispanic Origin,0,157670,02125,Encountered,Reasonable Suspicion,NA,Clear (Night),TRUE
2020-06-04,02:57:00,2020-06-04 02:57:00,Male,Black,53,Unknown,0,157670,02125,Encountered,Reasonable Suspicion,NA,Clear (Night),TRUE
2020-06-04,02:57:00,2020-06-04 02:57:00,Female,White,47,Unknown,0,157670,02125,Encountered,Reasonable Suspicion,NA,Clear (Night),TRUE
2020-06-01,04:40:00,2020-06-01 04:40:00,Female,Black,20,Hispanic Origin,0,107289,02115,Stopped,Reasonable Suspicion,NA,Clear (Night),TRUE
2020-06-01,04:40:00,2020-06-01 04:40:00,Male,White,19,Unknown,1,107289,02115,Stopped,Reasonable Suspicion,NA,Clear (Night),TRUE
2020-06-01,04:40:00,2020-06-01 04:40:00,Male,White,23,Hispanic Origin,1,107289,02115,Stopped,Reasonable Suspicion,NA,Clear (Night),TRUE
2020-06-01,04:40:00,2020-06-01 04:40:00,Male,Black,21,Not of Hispanic Origin,1,107289,02115,Stopped,Reasonable Suspicion,NA,Clear (Night),TRUE
2020-06-01,04:40:00,2020-06-01 04:40:00,Male,Black,20,Unknown,1,107289,02115,Stopped,Reasonable Suspicion,NA,Clear (Night),TRUE
2020-06-04,NA,2020-06-04,Male,Black,49,Not of Hispanic Origin,0,107289,02122,Stopped,Reasonable Suspicion,NA,Clear (Night),FALSE
2020-06-04,10:00:00,2020-06-04 10:00:00,Male,Black,69,Not of Hispanic Origin,1,157621,02111,Stopped,Probable Cause,NA,NA,FALSE
2020-06-04,11:17:00,2020-06-04 11:17:00,Male,Black,32,Not of Hispanic Origin,0,144501,02120,Encountered,Intel,Homeless,NA,FALSE
2020-06-04,09:31:00,2020-06-04 09:31:00,Male,White,37,Not of Hispanic Origin,1,148310,02118,Observed,Reasonable Suspicion,Drugs,NA,FALSE
2020-06-04,09:31:00,2020-06-04 09:31:00,Male,White,44,Unknown,1,148310,02118,Observed,Reasonable Suspicion,Drugs,NA,FALSE
2020-06-04,13:30:00,2020-06-04 13:30:00,Male,White,52,Not of Hispanic Origin,0,153084,02114,Encountered,Encounter,NA,Sunny,FALSE
2020-06-04,11:45:00,2020-06-04 11:45:00,Male,Black,21,NULL,0,117001,02121,Stopped,Encounter,NA,Sunny,TRUE
2020-06-04,16:29:00,2020-06-04 16:29:00,Male,White,56,Not of Hispanic Origin,0,157623,02129,Encountered,Reasonable Suspicion,"Elderly, Body Worn Camera",Sunny,FALSE
2020-06-04,16:29:00,2020-06-04 16:29:00,Male,White,64,Not of Hispanic Origin,0,157623,02129,Encountered,Reasonable Suspicion,"Elderly, Body Worn Camera",Sunny,FALSE
2020-06-04,17:45:00,2020-06-04 17:45:00,Male,Black,28,Hispanic Origin,0,144505,02118,Encountered,Intel,Body Worn Camera,Sunny,FALSE
2020-06-04,18:00:00,2020-06-04 18:00:00,Male,Black,16,Unknown,1,153125,02131,Observed,Reasonable Suspicion,"Juvenile, Body Worn Camera",Sunny,FALSE
2020-06-04,10:05:00,2020-06-04 10:05:00,Male,Black,20,Not of Hispanic Origin,0,128849,02120,Encountered,Intel,Gang,Clear (Night),TRUE
2020-06-04,10:05:00,2020-06-04 10:05:00,Male,Black,23,Not of Hispanic Origin,0,128849,02120,Encountered,Intel,Gang,Clear (Night),TRUE
2020-06-04,10:05:00,2020-06-04 10:05:00,Male,Black,23,Not of Hispanic Origin,0,128849,02120,Encountered,Intel,Gang,Clear (Night),TRUE
2020-06-04,10:00:00,2020-06-04 10:00:00,Male,Black,26,Not of Hispanic Origin,0,128849,02118,Observed,Intel,Gang,Clear (Night),TRUE
2020-06-04,10:00:00,2020-06-04 10:00:00,Male,Black,31,Not of Hispanic Origin,0,128849,02118,Observed,Intel,Gang,Clear (Night),TRUE
2020-06-05,01:45:00,2020-06-05 01:45:00,Male,White,29,Hispanic Origin,0,124390,02131,Stopped,Probable Cause,Body Worn Camera,Clear (Night),TRUE
2020-06-05,01:45:00,2020-06-05 01:45:00,Male,White,21,Hispanic Origin,1,124390,02131,Stopped,Probable Cause,Body Worn Camera,Clear (Night),TRUE
2020-06-05,01:45:00,2020-06-05 01:45:00,Male,White,20,Hispanic Origin,0,124390,02131,Stopped,Probable Cause,Body Worn Camera,Clear (Night),TRUE
2020-06-04,16:50:00,2020-06-04 16:50:00,Male,Black,26,Not of Hispanic Origin,0,131204,02124,Observed,Intel,"Body Worn Camera, Victim Shot, Gang",Clear (Night),FALSE
2020-06-04,16:50:00,2020-06-04 16:50:00,Male,Black,31,Not of Hispanic Origin,0,131204,02124,Observed,Intel,"Body Worn Camera, Victim Shot, Gang",Clear (Night),FALSE
2020-06-04,16:50:00,2020-06-04 16:50:00,Male,Black,33,Not of Hispanic Origin,0,131204,02124,Observed,Intel,"Body Worn Camera, Victim Shot, Gang",Clear (Night),FALSE
2020-06-04,16:50:00,2020-06-04 16:50:00,Male,Black,29,Not of Hispanic Origin,0,131204,02124,Observed,Intel,"Body Worn Camera, Victim Shot, Gang",Clear (Night),FALSE
2020-06-04,01:14:00,2020-06-04 01:14:00,Male,Black,34,Not of Hispanic Origin,0,144325,02124,Stopped,Encounter,NA,Clear (Night),TRUE
2020-06-04,20:00:00,2020-06-04 20:00:00,Male,White,32,Hispanic Origin,0,153081,02124,Observed,Intel,NA,Sunny,TRUE
2020-06-05,03:15:00,2020-06-05 03:15:00,Male,White,33,Not of Hispanic Origin,1,116199,02116,Stopped,Reasonable Suspicion,NA,Clear (Night),FALSE
2020-06-05,03:15:00,2020-06-05 03:15:00,Male,White,38,Unknown,1,116199,02116,Stopped,Reasonable Suspicion,NA,Clear (Night),FALSE
2020-06-05,05:40:00,2020-06-05 05:40:00,Male,Black,33,Not of Hispanic Origin,0,157640,02134,Stopped,Reasonable Suspicion,"Body Worn Camera, Bicycle",Raining,FALSE
2020-06-05,03:30:00,2020-06-05 03:30:00,Male,White,37,NULL,1,153120,02125,Stopped,Reasonable Suspicion,"Gang, Body Worn Camera",NA,TRUE
2020-06-05,03:30:00,2020-06-05 03:30:00,Male,Black,35,Not of Hispanic Origin,1,153120,02125,Stopped,Reasonable Suspicion,"Gang, Body Worn Camera",NA,TRUE
2020-06-05,10:35:00,2020-06-05 10:35:00,Male,White,31,Unknown,0,106277,02135,Stopped,Intel,NA,Cloudy/Partly Cloudy,FALSE
2020-06-05,16:30:00,2020-06-05 16:30:00,Male,Unknown,24,NULL,0,157624,02128,Observed,Intel,Gang,Sunny,FALSE
2020-06-05,16:30:00,2020-06-05 16:30:00,Male,Asian,39,Not of Hispanic Origin,0,157624,02128,Observed,Intel,Gang,Sunny,FALSE
2020-06-05,16:30:00,2020-06-05 16:30:00,Male,White,19,Hispanic Origin,0,157624,02128,Observed,Intel,Gang,Sunny,FALSE
2020-06-05,16:30:00,2020-06-05 16:30:00,Male,Black,22,Hispanic Origin,0,157624,02128,Observed,Intel,Gang,Sunny,FALSE
2020-06-05,16:30:00,2020-06-05 16:30:00,Male,Black,21,Not of Hispanic Origin,0,157624,02128,Observed,Intel,Gang,Sunny,FALSE
2020-06-05,20:05:00,2020-06-05 20:05:00,Male,Black,31,Not of Hispanic Origin,0,157680,02119,Encountered,Reasonable Suspicion,Body Worn Camera,Clear (Night),FALSE
2020-06-05,22:02:00,2020-06-05 22:02:00,Male,Black,28,Hispanic Origin,0,148319,02118,Observed,Encounter,Body Worn Camera,Clear (Night),FALSE
2020-06-05,22:38:00,2020-06-05 22:38:00,Male,White,20,Hispanic Origin,0,101940,02127,Stopped,Reasonable Suspicion,NA,Clear (Night),TRUE
2020-06-05,22:38:00,2020-06-05 22:38:00,Male,White,22,Hispanic Origin,0,101940,02127,Stopped,Reasonable Suspicion,NA,Clear (Night),TRUE
2020-06-06,00:22:00,2020-06-06 00:22:00,Male,White,67,Unknown,0,112056,02127,Stopped,Reasonable Suspicion,NA,Clear (Night),TRUE
2020-06-06,00:22:00,2020-06-06 00:22:00,Female,White,33,Not of Hispanic Origin,0,112056,02127,Stopped,Reasonable Suspicion,NA,Clear (Night),TRUE
2020-06-06,03:38:00,2020-06-06 03:38:00,Female,Black,37,Not of Hispanic Origin,0,010703,02135,Stopped,Reasonable Suspicion,NA,Clear (Night),TRUE
2020-06-06,08:10:00,2020-06-06 08:10:00,Male,Black,25,Not of Hispanic Origin,1,157645,02116,Stopped,Probable Cause,"Homeless, Body Worn Camera",NA,FALSE
2020-06-06,09:29:00,2020-06-06 09:29:00,Male,Black,31,Unknown,0,153128,02118,Encountered,Probable Cause,Body Worn Camera,NA,FALSE
2020-06-06,14:40:00,2020-06-06 14:40:00,Male,Black,21,Not of Hispanic Origin,0,117846,02125,Observed,Intel,Gang,Sunny,FALSE
2020-06-06,14:58:00,2020-06-06 14:58:00,Male,White,60,Not of Hispanic Origin,0,140312,02130,Encountered,Probable Cause,NA,Sunny,FALSE
2020-06-05,20:00:00,2020-06-05 20:00:00,NA,Black,NA,Not of Hispanic Origin,1,140297,02124,Stopped,Probable Cause,NA,Clear (Night),FALSE
2020-06-04,22:00:00,2020-06-04 22:00:00,Male,Black,34,NULL,0,153111,02119,Stopped,Probable Cause,Gang,Clear (Night),TRUE
2020-06-06,18:00:00,2020-06-06 18:00:00,Male,Black,31,Unknown,0,148287,02118,Encountered,Reasonable Suspicion,NA,Clear (Night),FALSE
2020-06-06,17:04:00,2020-06-06 17:04:00,Male,White,46,Not of Hispanic Origin,1,144333,02111,Stopped,Probable Cause,"Body Worn Camera, Drugs",NA,FALSE
2020-06-06,17:04:00,2020-06-06 17:04:00,Male,Black,31,Unknown,1,144333,02111,Stopped,Probable Cause,"Body Worn Camera, Drugs",NA,FALSE
2020-06-06,18:20:00,2020-06-06 18:20:00,Male,White,42,Not of Hispanic Origin,0,157624,02128,Stopped,Intel,Body Worn Camera,NA,FALSE
2020-06-06,17:00:00,2020-06-06 17:00:00,Male,Black,19,Not of Hispanic Origin,0,148281,02121,Observed,Intel,Gang,Clear (Night),FALSE
2020-06-06,17:00:00,2020-06-06 17:00:00,Male,Black,16,NULL,0,148281,02121,Observed,Intel,Gang,Clear (Night),FALSE
2020-06-06,17:00:00,2020-06-06 17:00:00,Male,Black,31,Not of Hispanic Origin,0,148281,02121,Observed,Intel,Gang,Clear (Night),FALSE
2020-06-06,17:25:00,2020-06-06 17:25:00,Male,Black,27,Not of Hispanic Origin,0,131216,02119,Encountered,Reasonable Suspicion,Gang,Sunny,FALSE
2020-06-06,17:36:00,2020-06-06 17:36:00,Female,Black,17,Not of Hispanic Origin,0,081766,02119,Stopped,Probable Cause,NA,Sunny,TRUE
2020-06-06,17:36:00,2020-06-06 17:36:00,Male,Black,26,Not of Hispanic Origin,0,081766,02119,Stopped,Probable Cause,NA,Sunny,TRUE
2020-06-06,22:30:00,2020-06-06 22:30:00,Male,Black,25,Not of Hispanic Origin,0,140668,02136,Stopped,Probable Cause,NA,Clear (Night),TRUE
2020-06-07,03:18:00,2020-06-07 03:18:00,Male,Black,22,Not of Hispanic Origin,1,144329,02122,Stopped,Reasonable Suspicion,"Body Worn Camera, Gang",Clear (Night),FALSE
2020-06-07,11:50:00,2020-06-07 11:50:00,Male,Black,20,Not of Hispanic Origin,0,116743,02124,Encountered,Probable Cause,NA,Sunny,TRUE
2020-06-07,14:45:00,2020-06-07 14:45:00,Male,White,44,Not of Hispanic Origin,0,157634,02119,Stopped,Reasonable Suspicion,NA,Cloudy/Partly Cloudy,TRUE
2020-06-07,14:45:00,2020-06-07 14:45:00,Male,White,34,Not of Hispanic Origin,0,157634,02119,Stopped,Reasonable Suspicion,NA,Cloudy/Partly Cloudy,TRUE
2020-06-07,12:39:00,2020-06-07 12:39:00,Male,White,58,Not of Hispanic Origin,1,148310,02119,Observed,Reasonable Suspicion,Drugs,NA,FALSE
2020-06-07,12:39:00,2020-06-07 12:39:00,Male,White,33,Not of Hispanic Origin,1,148310,02119,Observed,Reasonable Suspicion,Drugs,NA,FALSE
2020-06-04,22:20:00,2020-06-04 22:20:00,Male,Black,27,Not of Hispanic Origin,0,148269,02120,Observed,Intel,NA,Clear (Night),TRUE
2020-06-04,22:35:00,2020-06-04 22:35:00,Male,Black,20,Hispanic Origin,0,148269,02120,Observed,Intel,"Gang, Body Worn Camera",Clear (Night),TRUE
2020-06-04,22:35:00,2020-06-04 22:35:00,Male,Black,23,Not of Hispanic Origin,0,148269,02120,Observed,Intel,"Gang, Body Worn Camera",Clear (Night),TRUE
2020-06-06,18:13:00,2020-06-06 18:13:00,Male,Black,31,NULL,0,140297,02126,Stopped,Probable Cause,"Gun, Gang",Clear (Night),TRUE
2020-06-06,18:13:00,2020-06-06 18:13:00,Male,Black,25,Unknown,1,140297,02126,Stopped,Probable Cause,"Gun, Gang",Clear (Night),TRUE
2020-06-07,21:00:00,2020-06-07 21:00:00,Male,Black,19,NULL,0,125609,02126,Stopped,Probable Cause,NA,NA,FALSE
2020-06-07,23:03:00,2020-06-07 23:03:00,Male,Black,28,Not of Hispanic Origin,0,153116,02118,Stopped,Reasonable Suspicion,Body Worn Camera,NA,FALSE
2020-06-08,NA,2020-06-08,Male,Black,28,Not of Hispanic Origin,1,140330,02115,Stopped,Intel,Gang,Clear (Night),FALSE
2020-06-08,01:37:00,2020-06-08 01:37:00,Male,White,43,NULL,1,148287,02118,Encountered,Reasonable Suspicion,Body Worn Camera,Clear (Night),FALSE
2020-06-08,02:07:00,2020-06-08 02:07:00,Male,Black,19,Not of Hispanic Origin,0,144466,02121,Stopped,Reasonable Suspicion,NA,NA,TRUE
2020-06-08,00:53:00,2020-06-08 00:53:00,Male,Black,46,Not of Hispanic Origin,1,135933,02110,Stopped,Reasonable Suspicion,"Body Worn Camera, Drugs",Clear (Night),TRUE
2020-06-07,17:30:00,2020-06-07 17:30:00,Male,Black,31,Not of Hispanic Origin,0,148272,02121,Stopped,Probable Cause,Body Worn Camera,Sunny,TRUE
